duration,campaign,pdays,cons.price.idx,contact_encoded,poutcome_encoded,economic_impact_score
266.0,3.0,999.0,93.075,0.0,0.0,-13060.834740000002
259.0,2.0,999.0,93.2,1.0,0.0,-2140.6696
1109.0,3.0,999.0,93.994,0.0,0.0,27751.086000000007
629.0,2.0,999.0,93.994,0.0,0.0,27745.3759
96.0,1.0,999.0,93.918,1.0,0.0,36318.56508
186.0,1.0,999.0,93.2,1.0,0.0,-2117.80808
87.0,3.0,999.0,92.893,1.0,1.0,-11757.504780000001
79.0,1.0,999.0,94.465,0.0,0.0,36311.245740000006
75.0,11.0,999.0,93.918,1.0,0.0,36362.481120000004
73.0,4.0,999.0,93.444,1.0,0.0,36333.203760000004
167.0,1.0,6.0,93.749,1.0,2.0,-5788.05372
220.0,1.0,999.0,93.994,0.0,0.0,27739.6658
184.0,2.0,999.0,93.994,0.0,0.0,27773.926400000004
247.0,3.0,6.0,93.369,1.0,2.0,-5761.006740000001
175.0,3.0,999.0,93.075,1.0,0.0,-12895.6239
210.0,1.0,999.0,92.963,1.0,0.0,-18577.87676
534.0,1.0,999.0,93.918,1.0,0.0,36289.28772
78.0,1.0,999.0,92.893,1.0,0.0,-11417.90472
99.0,26.0,999.0,94.465,0.0,0.0,36311.245740000006
1130.0,4.0,999.0,92.893,1.0,0.0,-12335.74272
231.0,1.0,999.0,93.444,1.0,0.0,36362.481120000004
629.0,2.0,999.0,93.444,1.0,0.0,36333.203760000004
551.0,2.0,999.0,92.201,1.0,0.0,-12674.763779999997
23.0,2.0,999.0,93.2,1.0,1.0,-2117.80808
332.0,1.0,999.0,93.918,1.0,0.0,36318.56508
186.0,1.0,999.0,92.893,0.0,0.0,-12243.958920000003
567.0,1.0,6.0,94.215,0.0,2.0,-7017.69044
1238.0,1.0,999.0,93.444,1.0,0.0,36340.5231
77.0,1.0,999.0,93.994,0.0,0.0,27728.245600000002
259.0,1.0,999.0,92.893,1.0,0.0,-12335.74272
80.0,1.0,999.0,93.444,1.0,0.0,36355.16178
212.0,1.0,999.0,93.444,1.0,0.0,36340.5231
157.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
132.0,1.0,999.0,93.444,1.0,0.0,36333.203760000004
20.0,8.0,999.0,92.893,1.0,0.0,-12179.71026
102.0,2.0,999.0,93.444,1.0,0.0,36347.84244
283.0,1.0,999.0,92.893,1.0,0.0,-11417.90472
349.0,1.0,999.0,93.075,1.0,0.0,-12987.407700000002
141.0,1.0,999.0,93.918,1.0,0.0,36325.88442
88.0,6.0,999.0,92.713,0.0,0.0,-10775.4075
113.0,3.0,999.0,92.893,0.0,0.0,-11619.829080000001
553.0,6.0,999.0,93.918,0.0,0.0,36318.56508
727.0,2.0,999.0,93.918,1.0,0.0,36362.481120000004
1148.0,1.0,999.0,92.893,1.0,0.0,-12179.71026
181.0,1.0,999.0,92.963,1.0,0.0,-18548.4348
34.0,2.0,999.0,94.465,0.0,0.0,36311.245740000006
167.0,2.0,999.0,93.2,1.0,0.0,-2177.55978
224.0,3.0,999.0,93.994,0.0,0.0,27733.955700000002
690.0,3.0,999.0,93.918,1.0,0.0,36303.926400000004
90.0,4.0,999.0,94.465,0.0,0.0,36318.56508
82.0,1.0,999.0,93.2,1.0,0.0,-2117.80808
144.0,6.0,999.0,93.994,0.0,0.0,27733.955700000002
19.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
392.0,4.0,999.0,92.843,1.0,0.0,-14951.581020000001
202.0,2.0,999.0,94.465,0.0,0.0,36296.607059999995
1282.0,5.0,999.0,93.444,1.0,0.0,36347.84244
42.0,1.0,999.0,93.2,1.0,0.0,-2157.81574
183.0,2.0,999.0,94.465,0.0,0.0,36311.245740000006
39.0,2.0,999.0,94.465,0.0,0.0,36296.607059999995
279.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
97.0,1.0,999.0,92.893,1.0,1.0,-12051.212940000001
428.0,1.0,999.0,92.893,1.0,0.0,-12051.212940000001
228.0,2.0,999.0,93.918,1.0,0.0,36318.56508
177.0,3.0,999.0,93.075,1.0,0.0,-12895.6239
100.0,1.0,999.0,93.444,1.0,0.0,36340.5231
124.0,1.0,999.0,93.2,1.0,0.0,-2157.81574
43.0,1.0,999.0,92.893,1.0,1.0,-12335.74272
522.0,4.0,999.0,93.075,1.0,0.0,-12904.80228
123.0,2.0,15.0,92.201,1.0,2.0,-12674.763779999997
68.0,6.0,999.0,94.465,0.0,0.0,36311.245740000006
150.0,2.0,999.0,93.918,1.0,0.0,36318.56508
699.0,1.0,999.0,92.893,1.0,0.0,-11757.504780000001
326.0,1.0,999.0,92.893,1.0,0.0,-11619.829080000001
95.0,3.0,999.0,92.893,1.0,0.0,-11656.5426
405.0,3.0,999.0,93.444,1.0,0.0,36325.88442
106.0,1.0,999.0,93.2,1.0,0.0,-2157.81574
263.0,2.0,999.0,92.963,1.0,0.0,-18430.66696
264.0,2.0,999.0,92.893,1.0,0.0,-11619.829080000001
181.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
149.0,1.0,999.0,93.2,1.0,0.0,-2140.6696
262.0,2.0,999.0,92.893,1.0,0.0,-11601.47232
107.0,2.0,999.0,93.918,1.0,0.0,36303.926400000004
99.0,2.0,999.0,93.444,1.0,0.0,36377.1198
91.0,1.0,999.0,92.963,1.0,0.0,-18577.87676
511.0,3.0,999.0,93.918,1.0,0.0,36303.926400000004
126.0,3.0,999.0,93.918,1.0,0.0,36311.245740000006
107.0,4.0,999.0,92.201,1.0,0.0,-12998.625339999999
40.0,1.0,999.0,93.444,1.0,0.0,36333.203760000004
263.0,3.0,999.0,92.893,1.0,0.0,-11417.90472
114.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
665.0,1.0,999.0,93.994,0.0,0.0,27722.5355
238.0,1.0,4.0,92.431,1.0,2.0,-12862.863000000001
22.0,3.0,999.0,93.918,1.0,0.0,36325.88442
356.0,3.0,6.0,94.027,1.0,2.0,-7671.090880000001
350.0,3.0,999.0,94.465,0.0,0.0,35601.26976
120.0,1.0,999.0,94.465,0.0,0.0,36289.28772
452.0,3.0,999.0,93.918,1.0,0.0,36318.56508
134.0,1.0,999.0,93.2,1.0,0.0,-2140.6696
532.0,1.0,999.0,93.918,1.0,0.0,36318.56508
155.0,1.0,999.0,93.444,1.0,0.0,36333.203760000004
633.0,2.0,999.0,92.431,1.0,0.0,-12470.494499999999
433.0,3.0,999.0,93.444,1.0,0.0,36355.16178
86.0,4.0,999.0,93.994,0.0,0.0,27751.086000000007
170.0,3.0,999.0,93.444,1.0,0.0,36333.203760000004
66.0,6.0,999.0,94.465,0.0,0.0,35608.589100000005
110.0,4.0,999.0,92.893,1.0,0.0,-11757.504780000001
114.0,1.0,999.0,93.2,0.0,0.0,-2015.4508200000002
190.0,1.0,999.0,94.465,0.0,0.0,35615.90844
223.0,1.0,999.0,93.918,1.0,0.0,36325.88442
399.0,1.0,999.0,93.994,0.0,0.0,27751.086000000007
116.0,1.0,999.0,93.994,0.0,0.0,27722.5355
145.0,1.0,999.0,93.075,1.0,0.0,-12895.6239
121.0,1.0,999.0,92.893,1.0,1.0,-12335.74272
64.0,6.0,999.0,94.465,0.0,0.0,36289.28772
1130.0,8.0,999.0,93.918,0.0,0.0,36303.926400000004
61.0,3.0,999.0,94.465,0.0,0.0,36296.607059999995
325.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
85.0,2.0,999.0,93.2,1.0,0.0,-2089.23118
667.0,2.0,3.0,94.215,1.0,2.0,-6763.11884
365.0,5.0,999.0,93.444,1.0,0.0,36362.481120000004
100.0,1.0,999.0,93.2,1.0,0.0,-2117.80808
209.0,12.0,999.0,94.465,0.0,0.0,36318.56508
129.0,4.0,999.0,93.2,1.0,0.0,-2117.80808
118.0,5.0,999.0,93.444,1.0,0.0,36347.84244
166.0,1.0,999.0,93.994,0.0,0.0,27722.5355
163.0,2.0,999.0,93.2,1.0,0.0,-2140.6696
20.0,1.0,999.0,93.994,0.0,0.0,27722.5355
247.0,2.0,999.0,93.994,0.0,0.0,27728.245600000002
139.0,1.0,999.0,93.918,1.0,0.0,36318.56508
29.0,1.0,999.0,93.994,0.0,0.0,27728.245600000002
364.0,3.0,999.0,93.918,1.0,0.0,36318.56508
72.0,3.0,999.0,94.465,0.0,0.0,35608.589100000005
279.0,1.0,999.0,93.918,1.0,0.0,36318.56508
743.0,13.0,999.0,93.918,1.0,0.0,36318.56508
65.0,7.0,999.0,93.994,0.0,0.0,27773.926400000004
65.0,2.0,999.0,93.444,1.0,0.0,36325.88442
143.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
131.0,1.0,999.0,94.465,0.0,0.0,35615.90844
53.0,2.0,999.0,94.465,0.0,0.0,36318.56508
71.0,3.0,999.0,93.918,1.0,0.0,36281.96838
176.0,3.0,999.0,93.444,0.0,0.0,36340.5231
529.0,1.0,6.0,93.749,1.0,2.0,-5797.06938
227.0,1.0,999.0,92.201,1.0,0.0,-12939.74142
157.0,3.0,4.0,92.201,1.0,2.0,-13013.34632
211.0,1.0,999.0,94.199,1.0,1.0,-4837.524560000001
38.0,2.0,999.0,93.2,1.0,0.0,-2089.23118
259.0,3.0,999.0,92.893,0.0,0.0,-11757.504780000001
289.0,1.0,999.0,94.465,0.0,0.0,36311.245740000006
331.0,1.0,999.0,92.379,1.0,0.0,-13801.1355
175.0,2.0,999.0,92.963,1.0,0.0,-18666.20264
652.0,1.0,999.0,93.918,1.0,0.0,36281.96838
219.0,2.0,999.0,92.431,1.0,0.0,-12351.078
25.0,1.0,999.0,93.918,0.0,0.0,36318.56508
273.0,1.0,999.0,93.444,1.0,0.0,36340.5231
46.0,1.0,999.0,92.893,1.0,0.0,-12179.71026
155.0,1.0,999.0,92.963,1.0,1.0,-18548.4348
200.0,1.0,6.0,94.199,1.0,2.0,-4782.924960000001
193.0,2.0,999.0,93.444,1.0,0.0,36333.203760000004
103.0,4.0,999.0,93.918,1.0,0.0,36311.245740000006
770.0,7.0,999.0,93.444,1.0,0.0,36340.5231
70.0,6.0,999.0,93.918,1.0,0.0,36362.481120000004
316.0,1.0,999.0,93.918,1.0,0.0,36281.96838
173.0,2.0,999.0,94.215,1.0,1.0,-7382.5764
194.0,1.0,999.0,93.918,1.0,0.0,36325.88442
90.0,2.0,999.0,93.994,0.0,0.0,27722.5355
293.0,2.0,999.0,93.075,1.0,0.0,-12895.6239
515.0,2.0,999.0,93.369,1.0,1.0,-5724.9441
136.0,1.0,999.0,92.843,1.0,0.0,-15841.883880000003
0.0,4.0,999.0,93.994,0.0,0.0,27733.955700000002
224.0,1.0,999.0,92.893,0.0,0.0,-12179.71026
238.0,3.0,999.0,93.994,0.0,0.0,27739.6658
217.0,4.0,999.0,93.994,0.0,0.0,27728.245600000002
450.0,1.0,999.0,92.963,1.0,1.0,-18636.76068
316.0,2.0,999.0,94.601,1.0,1.0,-5547.319360000001
183.0,2.0,999.0,92.431,1.0,0.0,-12470.494499999999
154.0,2.0,999.0,93.994,0.0,0.0,27728.245600000002
419.0,7.0,999.0,93.918,1.0,0.0,36318.56508
211.0,2.0,999.0,93.918,1.0,0.0,36318.56508
924.0,2.0,4.0,92.963,1.0,2.0,-18577.87676
53.0,1.0,999.0,93.918,1.0,0.0,36311.245740000006
361.0,1.0,999.0,93.918,1.0,0.0,36318.56508
104.0,1.0,999.0,93.2,1.0,1.0,-2140.6696
375.0,5.0,999.0,94.465,0.0,0.0,36296.607059999995
272.0,1.0,999.0,94.465,0.0,0.0,35601.26976
65.0,2.0,999.0,93.918,1.0,0.0,36303.926400000004
35.0,3.0,999.0,93.918,1.0,0.0,36318.56508
82.0,2.0,999.0,92.843,1.0,0.0,-15263.645940000002
665.0,3.0,999.0,92.893,1.0,1.0,-11417.90472
102.0,2.0,999.0,93.444,1.0,0.0,36340.5231
342.0,3.0,999.0,92.893,1.0,0.0,-12335.74272
597.0,3.0,999.0,92.893,1.0,0.0,-12179.71026
298.0,3.0,999.0,92.963,1.0,0.0,-18430.66696
384.0,1.0,999.0,93.444,1.0,0.0,36340.5231
373.0,2.0,999.0,94.465,0.0,0.0,36318.56508
81.0,2.0,999.0,93.994,0.0,0.0,27728.245600000002
568.0,4.0,999.0,93.994,0.0,0.0,27728.245600000002
25.0,1.0,999.0,94.465,0.0,0.0,35615.90844
116.0,5.0,999.0,93.444,1.0,0.0,36333.203760000004
104.0,2.0,999.0,92.893,1.0,1.0,-12243.958920000003
288.0,7.0,999.0,93.444,1.0,0.0,36340.5231
56.0,4.0,999.0,93.918,1.0,0.0,36311.245740000006
38.0,2.0,999.0,94.465,0.0,0.0,36296.607059999995
771.0,2.0,999.0,92.649,1.0,0.0,-12180.483
668.0,4.0,999.0,92.893,1.0,0.0,-11849.28858
258.0,1.0,999.0,93.444,1.0,0.0,36325.88442
96.0,1.0,999.0,93.2,1.0,0.0,-2177.55978
479.0,1.0,999.0,92.893,1.0,0.0,-11922.71562
97.0,1.0,999.0,93.444,1.0,0.0,36333.203760000004
298.0,2.0,999.0,92.893,1.0,1.0,-11922.71562
157.0,2.0,999.0,93.369,1.0,1.0,-5733.95976
20.0,6.0,999.0,92.893,1.0,0.0,-11417.90472
158.0,1.0,999.0,93.369,1.0,1.0,-5742.97542
112.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
262.0,2.0,999.0,93.994,0.0,0.0,27728.245600000002
70.0,1.0,999.0,92.893,1.0,0.0,-12051.212940000001
193.0,1.0,999.0,93.876,1.0,0.0,-6148.68012
1452.0,10.0,999.0,93.994,0.0,0.0,27728.245600000002
148.0,1.0,999.0,93.444,1.0,0.0,36355.16178
67.0,3.0,999.0,93.994,0.0,0.0,27773.926400000004
179.0,1.0,999.0,93.2,1.0,1.0,-2177.55978
323.0,1.0,999.0,93.918,1.0,0.0,36325.88442
390.0,1.0,999.0,93.075,1.0,0.0,-12528.4887
402.0,2.0,999.0,92.201,1.0,0.0,-12851.415539999998
549.0,1.0,999.0,92.893,1.0,0.0,-12243.958920000003
71.0,6.0,999.0,93.918,1.0,0.0,36318.56508
92.0,1.0,999.0,92.893,1.0,0.0,-11601.47232
277.0,3.0,999.0,93.994,0.0,0.0,27722.5355
131.0,1.0,999.0,92.431,1.0,0.0,-12419.316
852.0,9.0,999.0,93.918,1.0,0.0,36281.96838
1005.0,5.0,4.0,94.215,1.0,2.0,-7603.20512
198.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
236.0,1.0,999.0,92.893,1.0,0.0,-12179.71026
124.0,1.0,999.0,94.465,0.0,0.0,36296.607059999995
700.0,4.0,999.0,92.201,1.0,1.0,-12203.692419999998
132.0,2.0,999.0,94.465,0.0,0.0,36311.245740000006
41.0,7.0,999.0,93.444,0.0,0.0,36333.203760000004
124.0,1.0,999.0,94.465,0.0,0.0,36296.607059999995
97.0,1.0,999.0,94.465,0.0,0.0,36289.28772
18.0,12.0,999.0,93.444,0.0,0.0,36325.88442
100.0,1.0,999.0,94.465,0.0,0.0,36289.28772
315.0,3.0,999.0,93.2,1.0,0.0,-2117.80808
330.0,1.0,999.0,93.918,1.0,0.0,36325.88442
362.0,2.0,999.0,92.893,1.0,1.0,-12243.958920000003
186.0,2.0,999.0,92.893,1.0,0.0,-11757.504780000001
133.0,2.0,999.0,93.444,1.0,0.0,36325.88442
86.0,1.0,999.0,92.963,1.0,0.0,-18548.4348
239.0,2.0,999.0,93.918,0.0,0.0,36281.96838
14.0,7.0,999.0,93.2,1.0,0.0,-2089.23118
277.0,1.0,999.0,93.075,1.0,0.0,-13336.186140000002
1149.0,2.0,999.0,94.465,0.0,0.0,36296.607059999995
263.0,2.0,6.0,93.369,1.0,2.0,-5905.2573
201.0,1.0,999.0,92.963,1.0,0.0,-18636.76068
340.0,1.0,999.0,92.893,1.0,1.0,-12051.212940000001
247.0,1.0,6.0,92.649,1.0,1.0,-12180.483
62.0,2.0,999.0,93.994,0.0,0.0,27773.926400000004
134.0,3.0,999.0,92.379,0.0,1.0,-13101.696000000002
154.0,1.0,999.0,93.444,1.0,0.0,36333.203760000004
544.0,2.0,999.0,93.994,0.0,0.0,27751.086000000007
104.0,2.0,999.0,93.2,1.0,0.0,-2177.55978
862.0,2.0,999.0,93.918,1.0,0.0,36303.926400000004
201.0,1.0,5.0,92.431,1.0,1.0,-12624.03
58.0,2.0,999.0,93.918,1.0,0.0,36362.481120000004
104.0,2.0,999.0,93.444,1.0,0.0,36340.5231
90.0,1.0,999.0,93.994,0.0,0.0,27751.086000000007
174.0,2.0,999.0,93.444,1.0,0.0,36362.481120000004
268.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
218.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
402.0,2.0,999.0,93.444,1.0,0.0,36362.481120000004
123.0,1.0,999.0,93.444,1.0,0.0,36333.203760000004
80.0,1.0,999.0,92.963,1.0,1.0,-18577.87676
81.0,3.0,999.0,93.918,1.0,0.0,36318.56508
141.0,3.0,999.0,93.994,0.0,0.0,27733.955700000002
35.0,1.0,999.0,93.2,1.0,1.0,-2089.23118
357.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
93.0,1.0,999.0,93.994,0.0,0.0,27722.5355
501.0,4.0,999.0,93.2,1.0,0.0,-2140.6696
141.0,4.0,999.0,92.893,1.0,0.0,-11757.504780000001
52.0,9.0,999.0,92.893,0.0,0.0,-11417.90472
90.0,2.0,999.0,93.2,1.0,0.0,-2117.80808
205.0,2.0,999.0,92.893,1.0,1.0,-11849.28858
767.0,2.0,999.0,94.465,0.0,0.0,35601.26976
70.0,1.0,999.0,93.075,1.0,1.0,-12895.6239
119.0,4.0,999.0,92.893,1.0,1.0,-11472.975
281.0,1.0,999.0,93.994,0.0,0.0,27739.6658
1271.0,2.0,999.0,93.918,1.0,0.0,36318.56508
166.0,1.0,999.0,93.918,1.0,0.0,36318.56508
293.0,1.0,999.0,92.893,1.0,1.0,-12243.958920000003
177.0,2.0,999.0,94.027,1.0,0.0,-7679.5766
122.0,1.0,999.0,93.994,0.0,0.0,27745.3759
745.0,4.0,999.0,93.994,0.0,0.0,27733.955700000002
17.0,18.0,999.0,93.444,1.0,0.0,36318.56508
96.0,1.0,999.0,93.918,1.0,0.0,36303.926400000004
307.0,1.0,999.0,92.201,1.0,0.0,-12645.32182
259.0,3.0,999.0,93.444,1.0,0.0,36362.481120000004
133.0,2.0,999.0,93.444,1.0,0.0,36333.203760000004
131.0,10.0,999.0,94.465,0.0,0.0,35615.90844
62.0,1.0,999.0,93.2,0.0,0.0,-2140.6696
133.0,2.0,999.0,94.465,0.0,0.0,36296.607059999995
101.0,7.0,999.0,92.843,1.0,0.0,-15263.645940000002
375.0,2.0,999.0,94.027,1.0,0.0,-7671.090880000001
72.0,2.0,999.0,93.2,1.0,0.0,-2157.81574
606.0,1.0,999.0,94.465,0.0,0.0,36296.607059999995
229.0,1.0,999.0,94.215,1.0,1.0,-6873.4332
642.0,2.0,999.0,94.465,0.0,0.0,36355.16178
160.0,3.0,999.0,93.2,1.0,0.0,-2157.81574
119.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
125.0,1.0,999.0,93.918,1.0,0.0,36318.56508
126.0,1.0,999.0,93.2,0.0,0.0,-2089.23118
101.0,2.0,999.0,92.893,1.0,0.0,-12427.526520000003
74.0,8.0,999.0,93.444,1.0,0.0,36318.56508
99.0,1.0,999.0,93.994,0.0,0.0,27728.245600000002
1125.0,2.0,999.0,93.994,0.0,0.0,27745.3759
101.0,1.0,999.0,93.444,1.0,0.0,36347.84244
209.0,2.0,999.0,93.918,1.0,0.0,36311.245740000006
149.0,1.0,999.0,93.994,0.0,0.0,27773.926400000004
19.0,1.0,999.0,92.893,1.0,0.0,-12243.958920000003
567.0,1.0,3.0,94.601,1.0,2.0,-5459.960000000001
102.0,2.0,999.0,93.994,0.0,0.0,27733.955700000002
319.0,5.0,999.0,93.2,1.0,0.0,-2117.80808
144.0,1.0,999.0,93.918,1.0,0.0,36289.28772
271.0,4.0,999.0,93.444,1.0,0.0,36325.88442
687.0,2.0,999.0,93.918,1.0,0.0,36318.56508
459.0,1.0,999.0,92.893,1.0,0.0,-11757.504780000001
345.0,2.0,999.0,93.075,1.0,0.0,-12895.6239
88.0,1.0,999.0,93.918,0.0,0.0,36347.84244
480.0,2.0,999.0,93.994,0.0,0.0,27751.086000000007
174.0,1.0,999.0,93.994,0.0,0.0,27733.955700000002
337.0,4.0,999.0,93.918,1.0,0.0,36303.926400000004
154.0,1.0,999.0,94.465,0.0,0.0,36355.16178
102.0,2.0,999.0,93.918,1.0,0.0,36289.28772
200.0,1.0,999.0,92.893,1.0,0.0,-12335.74272
559.0,2.0,999.0,93.918,1.0,0.0,36325.88442
455.0,1.0,999.0,93.918,1.0,0.0,36303.926400000004
225.0,3.0,999.0,93.918,0.0,0.0,36311.245740000006
109.0,1.0,999.0,93.994,0.0,0.0,27728.245600000002
164.0,1.0,999.0,93.444,1.0,0.0,36340.5231
137.0,2.0,999.0,94.465,0.0,0.0,36311.245740000006
115.0,1.0,999.0,93.918,1.0,0.0,36289.28772
383.0,1.0,999.0,93.075,1.0,0.0,-12528.4887
75.0,1.0,999.0,93.075,1.0,0.0,-12895.6239
129.0,4.0,999.0,93.444,1.0,0.0,36362.481120000004
263.0,2.0,999.0,93.2,0.0,0.0,-2157.81574
107.0,1.0,999.0,94.465,0.0,0.0,35615.90844
271.0,1.0,999.0,92.893,1.0,0.0,-11849.28858
132.0,4.0,999.0,93.444,0.0,0.0,36325.88442
201.0,3.0,999.0,93.918,1.0,0.0,36289.28772
230.0,1.0,999.0,93.994,0.0,0.0,27745.3759
135.0,2.0,999.0,93.994,0.0,0.0,27773.926400000004
789.0,2.0,999.0,94.199,1.0,0.0,-4821.14468
201.0,1.0,999.0,92.843,1.0,0.0,-14703.764760000004
136.0,6.0,999.0,93.444,1.0,0.0,36333.203760000004
342.0,2.0,999.0,93.918,1.0,0.0,36318.56508
164.0,1.0,999.0,92.431,1.0,1.0,-12572.851499999999
9.0,1.0,999.0,93.075,1.0,0.0,-12895.6239
242.0,1.0,999.0,93.2,1.0,0.0,-2140.6696
208.0,1.0,999.0,93.444,1.0,0.0,36325.88442
686.0,1.0,999.0,93.994,0.0,0.0,27745.3759
187.0,1.0,999.0,93.918,1.0,0.0,36362.481120000004
